"MturkID","AssignID","sub_no","age","gender","n_trials","n_force_wrong","n_missed","bonus_payment","percent_accept_A1","percent_accept_A2","percent_accept_A3","percent_accept_A4","percent_accept_A2_A3","percent_accept_B1","percent_accept_B2","percent_accept_B3","percent_accept_B4","percent_accept_B2_B3","percent_accept_B1_min_A1","percent_accept_B2_min_A2","percent_accept_B3_min_A3","percent_accept_B4_min_A4","percent_accept_B2_B3_min_A2_A3","percent_accept_AB1","percent_accept_AB2","percent_accept_AB3","percent_accept_AB4","percent_accept_AB2_AB3","exclude","exclude_reason","order_condition","comment"
"A3V1WO6CU1EQA1","3TXWC2NHNZQV07CW65J93JAODMK9SI",1,"23","M",434,4,4,3.8,0.98936170212766,0,0.15,0.037037037037037,0.075,0.947368421052632,0.592592592592593,0.761904761904762,0.134020618556701,0.666666666666667,-0.0419932810750281,0.592592592592593,0.611904761904762,0.096983581519664,0.591666666666667,0.982300884955752,0.340425531914894,0.463414634146341,0.112903225806452,0.397727272727273,0,"do not exclude",2,"It would be great to have a feature that shows your current amount of fuel collected. Otherwise, great hit!"
"A2VRDE2FHCBMF8","3QHK8ZVMIMIRKNW3KG04I3RJ9SFBLG",2,"38","m",437,57,29,3.6,0.988235294117647,0.85,0,0,0.395348837209302,0.904761904761905,0.958333333333333,0.0357142857142857,0.021505376344086,0.461538461538462,-0.0834733893557423,0.108333333333333,0.0357142857142857,0.021505376344086,0.0661896243291593,0.971698113207547,0.909090909090909,0.0196078431372549,0.018348623853211,0.431578947368421,1,">19 missed",2,"It has been funny, thank you! When I missed too many * I decided to change my strategy ad I aimed just for the grey and the green invaders despite the position of other *."
"AHPOUVK6YUTK1","3A4NIXBJ76ZN3E00B5QDWJ2DLRJLMF",3,"32","f",480,3,2,3.8,0.980769230769231,0.96,0,0.0833333333333333,0.470588235294118,1,1,0,0,0.464285714285714,0.0192307692307693,0.04,0,-0.0833333333333333,-0.00630252100840334,0.985294117647059,0.980392156862745,0,0.0147058823529412,0.467289719626168,0,"do not exclude",1,"That was fun, but my arm hurts from sitting in the same position for too long!"
"A150GMV1YQWWB3","3TE22NPXPBCB1G49Z9R0O8J2DE344A",4,"37","m",409,2,5,3.9,0.989130434782609,0.9,0.818181818181818,0.0416666666666667,0.857142857142857,0.904761904761905,0.523809523809524,1,0.021978021978022,0.761904761904762,-0.0843685300207039,-0.376190476190476,0.181818181818182,-0.0196886446886447,-0.0952380952380952,0.973451327433628,0.707317073170732,0.906976744186046,0.0260869565217391,0.80952380952381,0,"do not exclude",2,""
"A5EU1AQJNC7F2","3F1567XTNW5JNRXJE1U48JVNVYZ9QT",5,"28","F",386,13,28,3.5,0.933333333333333,0.473684210526316,0.347826086956522,0.1,0.404761904761905,0.947368421052632,0.764705882352941,0.736842105263158,0.0789473684210526,0.75,0.0140350877192982,0.291021671826625,0.389016018306636,-0.0210526315789474,0.345238095238095,0.936170212765957,0.611111111111111,0.523809523809524,0.0833333333333333,0.564102564102564,1,">19 missed",2,"none"
"AHDBHMH3AY1V2","3FTOP5WARFOK5A5TJFR2I7I8EZDJ00",6,"31","m",421,1,3,3.9,1,0.833333333333333,0.0454545454545455,0.136363636363636,0.456521739130435,1,0.875,1,0.043956043956044,0.948717948717949,0,0.0416666666666666,0.954545454545455,-0.0924075924075924,0.492196209587514,1,0.85,0.533333333333333,0.0619469026548673,0.682352941176471,0,"do not exclude",2,""
"A1945USNZHTROX","34S6N1K2ZVJ1B0ZPK8A04EUH45KHL2",7,"37","m",263,21,53,3,0.830508474576271,0.866666666666667,0.8,0.615384615384615,0.84,0.75,0.636363636363636,0.857142857142857,0.685714285714286,0.722222222222222,-0.0805084745762712,-0.23030303030303,0.0571428571428571,0.0703296703296703,-0.117777777777778,0.82089552238806,0.769230769230769,0.823529411764706,0.666666666666667,0.790697674418605,1,">19 missed",1,"Fun experiment, I found though that a lot of the key presses resulted in missed responses even though the button was held in."
"A4ZPIPBDO624H","36WLNQG78ZADEHMB3UD0581Z0VEEBW",8,"39","m",422,4,11,3.8,1,0.04,0.461538461538462,0,0.254901960784314,1,0.454545454545455,0.842105263157895,0.0759493670886076,0.634146341463415,0,0.414545454545455,0.380566801619433,0.0759493670886076,0.379244380679101,1,0.234042553191489,0.622222222222222,0.0588235294117647,0.423913043478261,0,"do not exclude",2,"Interesting study."
"A2O7H7VXLFN6BP","3L6L49WXW0XTXZ89DEAAT0PGDAY45F",9,"23","m",447,2,2,3.8,0.990476190476191,0.428571428571429,0.28,0.0869565217391304,0.347826086956522,1,0.333333333333333,0.296296296296296,0,0.313725490196078,0.00952380952380949,-0.0952380952380952,0.0162962962962963,-0.0869565217391304,-0.0341005967604433,0.991935483870968,0.377777777777778,0.288461538461538,0.0175438596491228,0.329896907216495,0,"do not exclude",1,""
"A1L3937MY09J3I","386PBUZZXFXX26UF88DLGRAWHXOLJB",10,"34","m",437,3,4,3.8,1,1,0,0,0.511627906976744,1,0.869565217391304,0.954545454545455,0.0106382978723404,0.911111111111111,0,-0.130434782608696,0.954545454545455,0.0106382978723404,0.399483204134367,1,0.933333333333333,0.488372093023256,0.00869565217391304,0.715909090909091,0,"do not exclude",2,"Way too long on the ""game"" part, it becomes mind-numbing at some point. Also, I experienced a few times where I received a ""missed response"" because the browsers auto-cycled and it dropped my input of the keys. "
"AWXIEV9H6KT9E","36PW28KO4ZW8V7HJXGD4AXHTIDTEA1",11,"24","f",475,20,28,2.8,0.073394495412844,0.0645161290322581,0.0571428571428571,0,0.0606060606060606,0.647058823529412,0.4,0.4,0.349206349206349,0.4,0.573664328116568,0.335483870967742,0.342857142857143,0.349206349206349,0.339393939393939,0.150793650793651,0.173913043478261,0.16,0.239130434782609,0.166666666666667,1,">19 missed",2,""
"A2M3KQ9CKP7YW","369J354OFDA5SJ17DYMGUV0JZAI6GK",12,"55","m",427,0,4,3.8,0.990291262135922,0.96,0,0,0.452830188679245,0.9,0.909090909090909,0.888888888888889,0.0121951219512195,0.9,-0.0902912621359223,-0.0509090909090909,0.888888888888889,0.0121951219512195,0.447169811320755,0.975609756097561,0.936170212765957,0.347826086956522,0.00909090909090909,0.645161290322581,0,"do not exclude",2,"it was fun and fair...thanks"
"A37S96RT1P1IT2","3EF8EXOTT1VKCZQBFYV2WC1IJRJJ13",13,"34","f",363,2,7,3.8,1,0.217391304347826,0.954545454545455,0.0555555555555556,0.577777777777778,1,0.9375,1,0.0163934426229508,0.970588235294118,0,0.720108695652174,0.0454545454545454,-0.0391621129326047,0.39281045751634,1,0.512820512820513,0.975,0.0253164556962025,0.746835443037975,0,"do not exclude",1,"No comment"
"A2S4BU23GT93ZD","3KXIR214I4G1Y2PMVV8CVTM4T0742E",14,"21","m",443,4,7,3.8,1,0.344827586206897,0.259259259259259,0.0357142857142857,0.303571428571429,1,0.956521739130435,0.777777777777778,0.0217391304347826,0.86,0,0.611694152923538,0.518518518518519,-0.0139751552795031,0.556428571428571,1,0.615384615384615,0.518518518518518,0.025,0.566037735849057,0,"do not exclude",2,""
"A2MKXI4KCRRI7Y","3RUIQRXJBBO3XWIFBTPYW6NOLMTLLD",15,"34","m",383,3,7,3.7,1,1,0.75,0.666666666666667,0.885714285714286,1,0.941176470588235,0.777777777777778,0.0795454545454545,0.857142857142857,0,-0.0588235294117647,0.0277777777777778,-0.587121212121212,-0.0285714285714286,1,0.972222222222222,0.764705882352941,0.15,0.871428571428571,0,"do not exclude",1,""
"A24Z8V5IV2VJ8F","35GMH2SV3EHXXBBK7ZIMBS1Y7UXOEA",16,"35","f",440,2,5,3.9,1,1,0.269230769230769,0,0.612244897959184,1,1,1,0.0357142857142857,1,0,0,0.730769230769231,0.0357142857142857,0.387755102040816,1,1,0.612244897959184,0.0275229357798165,0.793478260869565,0,"do not exclude",2,"It was interesting and engaging task. It was almost intense at times. "
"A33LYSCQQU1YDJ","3AQF3RZ558IZEJ5C2EGYCA07YVI6FL",17,"42","f",478,7,16,3.6,0.938775510204082,0.318181818181818,0.08,0.0869565217391304,0.191489361702128,0.892857142857143,0.76,0.103448275862069,0.045045045045045,0.407407407407407,-0.0459183673469388,0.441818181818182,0.023448275862069,-0.0419114766940854,0.21591804570528,0.928571428571429,0.553191489361702,0.0925925925925926,0.0522388059701493,0.306930693069307,0,"do not exclude",1,""
"AFZ7Z5FOWM9VN","3Z9WI9EOZZOQRUH7Z8YZPEH2F5FHKZ",18,"24","Male",438,2,4,3.9,1,0.956521739130435,0.0833333333333333,0.0476190476190476,0.51063829787234,1,0.95,0.952380952380952,0.0108695652173913,0.951219512195122,0,-0.00652173913043486,0.869047619047619,-0.0367494824016563,0.440581214322782,1,0.953488372093023,0.488888888888889,0.0176991150442478,0.715909090909091,0,"do not exclude",2,"It was a really entertaining experiment, it was repetitive, but didnt feel like it. "
"AAE965AY5DR8F","3K772S5NP8BN5UPX3MNWRJ4X0RAEHA",19,"22","m",535,5,3,3.8,0.972477064220184,0.172413793103448,0.037037037037037,0.032258064516129,0.107142857142857,1,0.275862068965517,0,0.00826446280991736,0.131147540983607,0.0275229357798165,0.103448275862069,-0.037037037037037,-0.0239936017062117,0.0240046838407494,0.97841726618705,0.224137931034483,0.0169491525423729,0.0131578947368421,0.11965811965812,0,"do not exclude",1,"The survey was slightly confusing with regards to which target to press when presented with an *, but other than that, I actually found the game interesting. "
"A1FOTRH3UJMKTS","3DI28L7YXAEC1J4J1XKBZWOQJ2E1EY",20,"30","m",212,5,7,NA,NA,NA,NA,NA,NA,0.625,0.956521739130435,0.761904761904762,0.0326086956521739,0.863636363636364,NA,NA,NA,NA,NA,0.625,0.956521739130435,0.761904761904762,0.0326086956521739,0.863636363636364,1,"failed to finish",2,"NaN"
"AVFHRN0S32V2H","3A0EX8ZRN8OBKM323VPUCBTFNQABY6",21,"35","m",478,6,6,3.8,1,0.178571428571429,0.0909090909090909,0.0357142857142857,0.14,0.958333333333333,0.875,0.0769230769230769,0.0285714285714286,0.46,-0.0416666666666666,0.696428571428571,-0.013986013986014,-0.00714285714285714,0.32,0.991803278688525,0.5,0.0833333333333333,0.0300751879699248,0.3,0,"do not exclude",1,"It was interesting but a little tedious."
"ACN0C9HPYDTED","35DR22AR5DKHHM9FJ6OMBEOUXS2X3U",22,"25","m",461,14,21,3.7,1,0.08,0.15,0.0476190476190476,0.111111111111111,0.962962962962963,0,0.12,0.0444444444444444,0.0588235294117647,-0.0370370370370371,-0.08,-0.03,-0.00317460317460317,-0.0522875816993464,0.99236641221374,0.0392156862745098,0.133333333333333,0.045045045045045,0.0833333333333333,1,">19 missed",1,"I thought the game was fun, sometimes when I pressed the correct button clearly before the ship reached the target it didn't register. Good day!"
"A1LRDHZZUVF9AZ","3D4CH1LGEATSA235B5PSE5RLUUH9GW",23,"33","m",427,2,1,3.9,1,0.8,0,0.0740740740740741,0.4,1,1,1,0.0526315789473684,1,0,0.2,1,-0.0214424951267057,0.6,1,0.893617021276596,0.444444444444444,0.058252427184466,0.673913043478261,0,"do not exclude",2,"Fun hit, was a pleasure to do it."
"A319NJPBZ1Z57M","3RANCT1ZVFHU3DJXTUS59QN2R2ZBU8",24,"29","Male",552,23,46,2.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,">19 missed",1,"Nice one"
"A22JBMOHQKHTSS","3OLQQLKKNSPJW0KNRMQH3WKCDJEEJF",25,"27","Male",499,4,3,3.9,0.990990990990991,0.115384615384615,0.0333333333333333,0,0.0714285714285714,1,1,0.631578947368421,0.0192307692307692,0.833333333333333,0.00900900900900903,0.884615384615385,0.598245614035088,0.0192307692307692,0.761904761904762,0.992537313432836,0.530612244897959,0.26530612244898,0.0152671755725191,0.397959183673469,0,"do not exclude",2,"Seemed overly long but the bonus was nice."
"A3QS96739O5M6F","3S06PH7KSR479DQJ529RTE65JQD1D5",26,"28","m",148,6,16,NA,0.984615384615385,0.933333333333333,0.941176470588235,0.923076923076923,0.9375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.984615384615385,0.933333333333333,0.941176470588235,0.923076923076923,0.9375,1,"failed to finish",1,"NaN"
"A1P6OXEJ86HQRM","34T446B1C0EXXWZN9NAGV35DTYVC0D",27,"35","m",460,1,1,4,1,0.833333333333333,0.0434782608695652,0.0454545454545455,0.446808510638298,1,1,0.714285714285714,0.01,0.846153846153846,0,0.166666666666667,0.670807453416149,-0.0354545454545455,0.399345335515548,1,0.916666666666667,0.411764705882353,0.0163934426229508,0.656565656565657,0,"do not exclude",1,"Could use a couple more breaks"
"A3OXOYNCOPR23H","3Y54SXRO1LLUZZDETGJQ9KTOX9YUTG",28,"42","m",389,30,16,3.8,1,1,0.1,0,0.560975609756098,0.866666666666667,0.947368421052632,1,0.046875,0.972222222222222,-0.133333333333333,-0.0526315789473685,0.9,0.046875,0.411246612466125,0.980769230769231,0.975,0.513513513513513,0.0344827586206897,0.753246753246753,1,">9 wrong force",2,"It was a fun experiment."
"A2JI5RNPPXE8QE","3IXQG4FA2TYWJLVUVJXEDU0OEHP9BF",29,"25","m",368,2,6,3.7,1,0.0909090909090909,1,0.0909090909090909,0.473684210526316,0.95,0.105263157894737,1,0.0128205128205128,0.514285714285714,-0.05,0.0143540669856459,0,-0.0780885780885781,0.0406015037593985,0.990740740740741,0.0975609756097561,1,0.03,0.493150684931507,0,"do not exclude",1,"Great study and thanks for having me, look forward to your future experiments, have a great day!"
"A11P1OS26E6AMO","37W3JXSD66838P1DYMLQZP60XRRYW8",30,"31","m",375,3,6,3.3,1,0.555555555555556,0.0526315789473684,0,0.297297297297297,1,1,0,0,0.555555555555556,0,0.444444444444444,-0.0526315789473684,0,0.258258258258258,1,0.813953488372093,0.0256410256410256,0,0.439024390243902,0,"do not exclude",1,"The quiz for the questions confused me because I kept choosing the blue invader based off the practice game. I finally noticed the red invader in the picture had more fuel."
"A1F9KLZGHE9DTA","35K3O9HUABD3RYYR8WZWOYSKKCXEFC",31,"42","m",441,1,4,3.8,1,0.0952380952380952,0.269230769230769,0.153846153846154,0.191489361702128,1,0.583333333333333,0.458333333333333,0.0227272727272727,0.520833333333333,0,0.488095238095238,0.189102564102564,-0.131118881118881,0.329343971631206,1,0.355555555555556,0.36,0.0526315789473684,0.357894736842105,0,"do not exclude",1,"It was fun!  Thanks for the HIT!  I did my best and hope the data is useful!"
"A25N0K40JAZTN1","3L4PIM1GQTGY0TKRZSBKCQYJ5CCYR5",32,"46","m",457,0,1,3.8,0.99,0.961538461538462,0,0.0416666666666667,0.454545454545455,0.952380952380952,0.576923076923077,0.5,0.0816326530612245,0.538461538461538,-0.0376190476190477,-0.384615384615385,0.5,0.0399659863945578,0.0839160839160839,0.983471074380165,0.769230769230769,0.236363636363636,0.0737704918032787,0.495327102803738,0,"do not exclude",2,"Pretty fun experiment but I think it might go on for a bit too long. Thank you and have a great day."
"A1GXFMAC759VRM","32UTUBMZ7GWUGS8XYK2A5CPL598BVX",33,"39","m",408,3,7,3.7,0.972972972972973,0.0555555555555556,0.909090909090909,0.0952380952380952,0.525,0.96,0.863636363636364,0.95,0,0.904761904761905,-0.0129729729729731,0.808080808080808,0.0409090909090909,-0.0952380952380952,0.379761904761905,0.96969696969697,0.5,0.928571428571429,0.0185185185185185,0.719512195121951,0,"do not exclude",1,"Was a bit more difficult than I was anticipating, but kinda fun. Thanks."
"A2ECKFN36SS0J7","33FOTY3KEMLX4LK556EG98ONYQ11C5",34,"40","m",407,5,7,3.7,0.988636363636364,0.727272727272727,0.173913043478261,0,0.444444444444444,1,0.842105263157895,0.764705882352941,0.051948051948052,0.805555555555556,0.0113636363636364,0.114832535885167,0.59079283887468,0.051948051948052,0.361111111111111,0.991071428571429,0.780487804878049,0.425,0.0388349514563107,0.604938271604938,0,"do not exclude",2,"It was challenging to keep concentrated for that period of time but I enjoyed the HIT. Thanks!"
"A4IH4CO046EV3","3W8CV64QJ2Z6AYYGVB7AZ53M9UU9HV",35,"38","m",522,0,6,3.8,0.990654205607477,0.269230769230769,0.285714285714286,0.037037037037037,0.277777777777778,0.84,0.0689655172413793,0.172413793103448,0.00819672131147541,0.120689655172414,-0.150654205607477,-0.20026525198939,-0.113300492610837,-0.0288403157255616,-0.157088122605364,0.962121212121212,0.163636363636364,0.228070175438596,0.0134228187919463,0.196428571428571,0,"do not exclude",1,"Neat game, curious what your experiment is!"
"A26TY8FHMJ183C","3PMBY0YE273FTQN09JT9OE66W2P9CM",36,"28","m",389,2,5,3.8,1,1,1,0.352941176470588,1,1,1,1,0.0113636363636364,1,0,0,0,-0.341577540106952,0,1,1,1,0.0666666666666667,1,0,"do not exclude",1,""
"A3L2UB07EZJAMD","3O7L7BFSHEPN1P0H945HRV5C04PEI3",37,"48","m",409,2,6,3.8,1,0.863636363636364,0.0909090909090909,0.130434782608696,0.477272727272727,1,0.9,0.956521739130435,0.0487804878048781,0.930232558139535,0,0.0363636363636364,0.865612648221344,-0.0816542948038176,0.452959830866808,1,0.880952380952381,0.533333333333333,0.0666666666666667,0.701149425287356,0,"do not exclude",2,"Good hit. Much better than the typical experiment. Thank you."
"A2W8ZODKKQ7RYP","3NQL1CS15R8QT0188CGUDNNMQIPYVY",38,"48","f",149,4,6,NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,"failed to finish",1,"NaN"
"A3KC26Z78FBOJT","3LOZAJ85YDDSW4DWF6AHS4J2RE2X2J",39,"29","m",477,1,2,3.8,1,1,0.166666666666667,0.153846153846154,0.62962962962963,0.954545454545455,1,0.111111111111111,0.0210526315789474,0.538461538461538,-0.0454545454545454,0,-0.0555555555555556,-0.132793522267206,-0.0911680911680912,0.991935483870968,1,0.137254901960784,0.0495867768595041,0.584905660377358,0,"do not exclude",1,"It was a fun and interesting game although I think a pause button would have been nice as the two rounds in the galaxies were a bit lengthy. "
"A1KEA2Z47S3UPI","304SM51WA34EO0RT4PX5UP5E65EBSS",40,"23","m",444,5,7,3.8,0.978947368421053,0.666666666666667,0.260869565217391,0.0384615384615385,0.454545454545455,0.954545454545455,0.91304347826087,0.461538461538462,0.0108695652173913,0.673469387755102,-0.0244019138755981,0.246376811594203,0.20066889632107,-0.0275919732441472,0.218923933209647,0.974358974358974,0.795454545454545,0.36734693877551,0.0169491525423729,0.56989247311828,0,"do not exclude",1,""
"AYKZ9H4BNW810","3Z4AIRP3C6DL7JV0W2A3NL9XZ8OX12",41,"28","m",476,7,5,3.7,0.989583333333333,0,0.037037037037037,0.05,0.0185185185185185,0.962962962962963,0.5,0.357142857142857,0.00900900900900901,0.431034482758621,-0.0266203703703705,0.5,0.32010582010582,-0.040990990990991,0.412515964240102,0.983739837398374,0.263157894736842,0.2,0.0152671755725191,0.232142857142857,0,"do not exclude",2,""
"A3908297ZI3LES","3Y54SXRO1LLUZZDETGJQ9KTOX9YUTG",42,"55","f",443,23,55,3,0.705263157894737,0.208333333333333,0.25,0.227272727272727,0.230769230769231,0,0,0.0526315789473684,0.0540540540540541,0.0294117647058824,-0.705263157894737,-0.208333333333333,-0.197368421052632,-0.173218673218673,-0.201357466063348,0.603603603603604,0.128205128205128,0.170212765957447,0.09375,0.151162790697674,1,">19 missed",1,"timed out. hope i catch the next one"
"AEI5USUUPBU2G","3L2IS5HSFAIW4M8UWKXE0LNW8RCUNF",43,"32","f",496,3,5,3.9,1,0.96551724137931,0,0,0.444444444444444,1,1,0.307692307692308,0.0101010101010101,0.653846153846154,0,0.0344827586206896,0.307692307692308,0.0101010101010101,0.209401709401709,1,0.981818181818182,0.133333333333333,0.00819672131147541,0.539130434782609,0,"do not exclude",2,"This was an interesting HIT. Thanks!"
"A243X2Y9HP7630","3L0KT67Y8EGA18K4EHBP203FREVYST",44,"33","m",511,54,33,3.5,0.964285714285714,1,0.25,0.1875,0.666666666666667,0.714285714285714,0.633333333333333,0.0714285714285714,0,0.362068965517241,-0.25,-0.366666666666667,-0.178571428571429,-0.1875,-0.304597701149425,0.890756302521008,0.8,0.145833333333333,0.0223880597014925,0.495145631067961,1,">19 missed",1,""
"ABEJPX8HRQFAW","3RANCT1ZVFHU3DJXTUS59QN2R2ZBU8",45,"36","Male",103,4,12,NA,NA,NA,NA,NA,NA,1,1,1,1,1,NA,NA,NA,NA,NA,1,1,1,1,1,1,"failed to finish",2,"NaN"
"A3A4EIML2KVC3D","3OE22WJIGIOH7JLMCCPV4FI1D2ZUQ2",46,"27","F",469,9,11,2.6,0.132075471698113,0,0.0384615384615385,0,0.0196078431372549,0,0.0909090909090909,0.521739130434783,0.0315789473684211,0.311111111111111,-0.132075471698113,0.0909090909090909,0.483277591973244,0.0315789473684211,0.291503267973856,0.106060606060606,0.0425531914893617,0.26530612244898,0.0254237288135593,0.15625,1,"poor behaviour",2,"A higher base pay would be nice. Thanks for the bonus."
"A21UA6O7ZFAIQJ","32RIADZISS4U316KPANIMBZ8WDWS42",47,"34","m",542,7,20,3.8,0.991150442477876,0.0384615384615385,0.037037037037037,0.0384615384615385,0.0377358490566038,1,0,0,0,0,0.00884955752212391,-0.0384615384615385,-0.037037037037037,-0.0384615384615385,-0.0377358490566038,0.993055555555556,0.0172413793103448,0.0192307692307692,0.00657894736842105,0.0181818181818182,1,">19 missed",1,"I was told I could take a break at the halfway mark.  I got up the get a cup of coffee.  When I came back the game had already resumed.  That is shite."
"ABX5OQLR6UNBC","3M0BCWMB8VW7VH82OU76RE8ZCIABW7",48,"44","f",305,3,4,3.6,0.986666666666667,1,1,1,1,0.875,1,1,0.526315789473684,1,-0.111666666666667,0,0,-0.473684210526316,0,0.967032967032967,1,1,0.635135135135135,1,1,"poor behaviour",1,""
"A2GTL8ODM5JYA2","3GU1KF0O4I1HB8B1C8TBZK03JL7BPC",49,"39","f",450,7,10,3.7,0.98936170212766,0.36,0.0869565217391304,0.25,0.229166666666667,0.96,0.391304347826087,0.590909090909091,0.0112359550561798,0.488888888888889,-0.0293617021276597,0.031304347826087,0.50395256916996,-0.23876404494382,0.259722222222222,0.983193277310924,0.375,0.333333333333333,0.0683760683760684,0.354838709677419,0,"do not exclude",1,"It was a great way to learn how to focus. But I did get drowsy towards the end. "
"A2EEL9YYUHL5SK","3CFVK00FWLLLEBF8OPJW7N5R0AV6LO",50,"39","f",399,5,16,3.7,1,1,0.529411764705882,0.0952380952380952,0.789473684210526,0.818181818181818,1,0.956521739130435,0.0337078651685393,0.977777777777778,-0.181818181818182,0,0.427109974424552,-0.0615302300695559,0.188304093567251,0.961904761904762,1,0.775,0.0454545454545455,0.891566265060241,0,"do not exclude",2,""
"A3KA08ZKNCAAXO","3DZQRBDBSLF9L5NGPWIZC672ID0S3H",51,"45","f",563,79,84,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,">19 missed",1,"I know I read the instructions correctly and understood what to do, but every time I tried to capture an alien it generated a missed target response.  It got very frustrating for me because I tried everything I could to do it correctly.  "
"A21H2UDDHN8ZF","3TR2532VIPUFJLR8L47JR8SZWLQ6JM",52,"33","f",451,1,2,3.8,1,0.615384615384615,0.0714285714285714,0,0.333333333333333,1,1,0.6,0.0303030303030303,0.791666666666667,0,0.384615384615385,0.528571428571429,0.0303030303030303,0.458333333333333,1,0.795918367346939,0.320754716981132,0.024390243902439,0.549019607843137,0,"do not exclude",2,"it took a lot of concentration but interesting"
"A2UNSF09FWX9S8","3VP0C6EFSGW5KTXTO1KB70KG0FL6MQ",53,"53","male",472,28,25,3.5,0.93,0.111111111111111,0.0416666666666667,0,0.0784313725490196,0.791666666666667,0.142857142857143,0.24,0.0795454545454545,0.188679245283019,-0.138333333333333,0.0317460317460317,0.198333333333333,0.0795454545454545,0.110247872733999,0.903225806451613,0.127272727272727,0.142857142857143,0.0619469026548673,0.134615384615385,1,">19 missed",2,"The game was sort of fun.,"
"A2Y2HJ74G50DYO","3NQL1CS15R8QT0188CGUDNNMQIPYVY",54,"36","f",449,3,4,3.8,0.990566037735849,0.407407407407407,0.05,0.037037037037037,0.25531914893617,0.954545454545455,1,0.277777777777778,0.0421052631578947,0.69047619047619,-0.0360205831903945,0.592592592592593,0.227777777777778,0.0050682261208577,0.43515704154002,0.984375,0.686274509803922,0.157894736842105,0.040983606557377,0.460674157303371,0,"do not exclude",1,"The only issue I had with this is the fact that when I as given a ""break"" it immediately started into the next stage.  I was given no break and was unable to rest my fingers for a few moments.  This caused me to miss a couple aliens I would have selected otherwise and possibly miss an attention check asterik.  Otherwise this was fun!"
"ACGZDI611LU0I","3S06PH7KSR479DQJ529RTE65JQD1D5",55,"33","m",196,0,1,NA,1,0.666666666666667,1,0.166666666666667,0.833333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.666666666666667,1,0.166666666666667,0.833333333333333,1,"failed to finish",1,"NaN"
"A3LIOY7C4ZDQ50","3Y54SXRO1LLUZZDETGJQ9KTOX9YUTG",56,"22","m",488,3,9,3.7,1,0.565217391304348,0.08,0.192307692307692,0.3125,0.916666666666667,0.592592592592593,0.230769230769231,0.0384615384615385,0.415094339622642,-0.0833333333333334,0.0273752012882448,0.150769230769231,-0.153846153846154,0.102594339622642,0.983471074380165,0.58,0.156862745098039,0.0692307692307692,0.366336633663366,0,"do not exclude",2,"The game was a bit repetitive, but it was still engaging though"
"A2HD5XMM48KKJW","3SITXWYCNV9MKHDSYZ3STXM6LKGBX0",57,"38","m",651,109,60,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,">19 missed",1,"it was realy a testing hit. i enjoyed it."
"A1PMZUBGXFANCI","3CFVK00FWLLLEBF8OPJW7N5R0AV6LO",58,"24","m",276,31,123,2.9,0.985915492957746,0.0909090909090909,0.176470588235294,0.0625,0.142857142857143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.985915492957746,0.0909090909090909,0.176470588235294,0.0625,0.142857142857143,1,">19 missed",1,""
"A1WDUICI1FG9F","3OLQQLKKNSPJW0KNRMQH3WKCDJEEJF",59,"24","m",516,16,23,2.9,0.266666666666667,0,0.0384615384615385,0,0.0178571428571429,0.826086956521739,0.0645161290322581,0.0909090909090909,0,0.0754716981132075,0.559420289855072,0.0645161290322581,0.0524475524475524,0,0.0576145552560647,0.3671875,0.0327868852459016,0.0625,0,0.0458715596330275,1,">19 missed",2,""
"A11TREGDHSUSJW","3RANCT1ZVFHU3DJXTUS59QN2R2ZBU8",60,"21","m",369,5,14,3.5,1,1,0.705882352941177,0.15,0.848484848484849,0.941176470588235,1,0.85,0.0875,0.921052631578947,-0.0588235294117647,0,0.144117647058823,-0.0625,0.0725677830940988,0.988888888888889,1,0.783783783783784,0.1,0.887323943661972,0,"do not exclude",2,"It was surprisingly pretty fun and not as boring as I thought it would be."
"AQ5KOKZQSZU0B","326O153BMIY6TEKVHQ460YPZ8ZHED1",61,"28","f",423,0,1,3.9,1,0.285714285714286,0.142857142857143,0.0909090909090909,0.224489795918367,0.807692307692308,0.863636363636364,0.888888888888889,0.0786516853932584,0.875,-0.192307692307692,0.577922077922078,0.746031746031746,-0.0122574055158325,0.650510204081633,0.96031746031746,0.54,0.487179487179487,0.0810810810810811,0.51685393258427,0,"do not exclude",2,"Nothing I can think of really, it was easy to understand and ran fine"
"A3607PIQERSEIA","3VP0C6EFSGW5KTXTO1KB70KG0FL6MQ",62,"26","Female",349,1,4,3.7,1,1,0.894736842105263,0.0434782608695652,0.947368421052632,1,1,1,0.0294117647058824,1,0,0,0.105263157894737,-0.0140664961636829,0.0526315789473685,1,1,0.941176470588235,0.032967032967033,0.970149253731343,0,"do not exclude",1,""
"debugBB0THH","debugRLN99D",63,"","",181,42,181,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,">19 missed",1,"loved it"
