age,gender,n_trials,n_force_wrong,n_missed,bonus_payment,percent_accept_A1,percent_accept_A2,percent_accept_A3,percent_accept_A4,percent_accept_A2_A3,percent_accept_B1,percent_accept_B2,percent_accept_B3,percent_accept_B4,percent_accept_B2_B3,percent_accept_B1_min_A1,percent_accept_B2_min_A2,percent_accept_B3_min_A3,percent_accept_B4_min_A4,percent_accept_B2_B3_min_A2_A3,percent_accept_AB1,percent_accept_AB2,percent_accept_AB3,percent_accept_AB4,percent_accept_AB2_AB3,order_condition,liks,intercept,beta,w_raw,w_transformed
23,M,434,4,4,3.8,0.98936170212766,0.0,0.15,0.037037037037037,0.075,0.947368421052632,0.592592592592593,0.761904761904762,0.134020618556701,0.666666666666667,-0.0419932810750281,0.592592592592593,0.611904761904762,0.096983581519664,0.591666666666667,0.982300884955752,0.340425531914894,0.463414634146341,0.112903225806452,0.397727272727273,2,NaN,1.0743652855969614,6.999136494848509,-2.2448983426261337,0.012387329687155224
32,f,480,3,2,3.8,0.980769230769231,0.96,0.0,0.0833333333333333,0.470588235294118,1.0,1.0,0.0,0.0,0.464285714285714,0.0192307692307693,0.04,0.0,-0.0833333333333333,-0.00630252100840334,0.985294117647059,0.980392156862745,0.0,0.0147058823529412,0.467289719626168,1,NaN,0.8571055952272979,5.520835900577528,-4.621590017900178,1.904050134282631e-6
37,m,409,2,5,3.9,0.989130434782609,0.9,0.818181818181818,0.0416666666666667,0.857142857142857,0.904761904761905,0.523809523809524,1.0,0.021978021978022,0.761904761904762,-0.0843685300207039,-0.376190476190476,0.181818181818182,-0.0196886446886447,-0.0952380952380952,0.973451327433628,0.707317073170732,0.906976744186046,0.0260869565217391,0.80952380952381,2,NaN,0.009123534474044362,7.751963835706052,-4.608057567610205,2.0322407183748226e-6
31,m,421,1,3,3.9,1.0,0.833333333333333,0.0454545454545455,0.136363636363636,0.456521739130435,1.0,0.875,1.0,0.043956043956044,0.948717948717949,0.0,0.0416666666666666,0.954545454545455,-0.0924075924075924,0.492196209587514,1.0,0.85,0.533333333333333,0.0619469026548673,0.682352941176471,2,NaN,0.06114317032214882,8.842951938224367,-3.4344374802319035,0.0002968925139518741
39,m,422,4,11,3.8,1.0,0.04,0.461538461538462,0.0,0.254901960784314,1.0,0.454545454545455,0.842105263157895,0.0759493670886076,0.634146341463415,0.0,0.414545454545455,0.380566801619433,0.0759493670886076,0.379244380679101,1.0,0.234042553191489,0.622222222222222,0.0588235294117647,0.423913043478261,2,NaN,0.9960682302995694,8.083327103286743,-3.60747500844305,0.00015459565432635047
23,m,447,2,2,3.8,0.990476190476191,0.428571428571429,0.28,0.0869565217391304,0.347826086956522,1.0,0.333333333333333,0.296296296296296,0.0,0.313725490196078,0.00952380952380949,-0.0952380952380952,0.0162962962962963,-0.0869565217391304,-0.0341005967604433,0.991935483870968,0.377777777777778,0.288461538461538,0.0175438596491228,0.329896907216495,1,NaN,1.2827691342579342,6.178860086808543,-4.423161969283184,4.86333826310581e-6
34,m,437,3,4,3.8,1.0,1.0,0.0,0.0,0.511627906976744,1.0,0.869565217391304,0.954545454545455,0.0106382978723404,0.911111111111111,0.0,-0.130434782608696,0.954545454545455,0.0106382978723404,0.399483204134367,1.0,0.933333333333333,0.488372093023256,0.00869565217391304,0.715909090909091,2,NaN,0.06811888408492214,11.389661052097026,-3.1214371498008626,0.0008998532960046157
55,m,427,0,4,3.8,0.990291262135922,0.96,0.0,0.0,0.452830188679245,0.9,0.909090909090909,0.888888888888889,0.0121951219512195,0.9,-0.0902912621359223,-0.0509090909090909,0.888888888888889,0.0121951219512195,0.447169811320755,0.975609756097561,0.936170212765957,0.347826086956522,0.00909090909090909,0.645161290322581,2,NaN,0.4206182775195221,8.500888690334046,-3.2919405370935637,0.0004974932346326622
34,f,363,2,7,3.8,1.0,0.217391304347826,0.954545454545455,0.0555555555555556,0.577777777777778,1.0,0.9375,1.0,0.0163934426229508,0.970588235294118,0.0,0.720108695652174,0.0454545454545454,-0.0391621129326047,0.39281045751634,1.0,0.512820512820513,0.975,0.0253164556962025,0.746835443037975,1,NaN,1.9433682812012727,11.23798507137403,-0.841391240026359,0.20006439566665885
21,m,443,4,7,3.8,1.0,0.344827586206897,0.259259259259259,0.0357142857142857,0.303571428571429,1.0,0.956521739130435,0.777777777777778,0.0217391304347826,0.86,0.0,0.611694152923538,0.518518518518519,-0.0139751552795031,0.556428571428571,1.0,0.615384615384615,0.518518518518518,0.025,0.566037735849057,2,NaN,0.6753149970720176,8.282994985462514,-4.155776308433145,1.6209244486031782e-5
34,m,383,3,7,3.7,1.0,1.0,0.75,0.666666666666667,0.885714285714286,1.0,0.941176470588235,0.777777777777778,0.0795454545454545,0.857142857142857,0.0,-0.0588235294117647,0.0277777777777778,-0.587121212121212,-0.0285714285714286,1.0,0.972222222222222,0.764705882352941,0.15,0.871428571428571,1,NaN,1.8490438681991095,6.3233331887138,0.13180896851261809,0.5524323036987405
35,f,440,2,5,3.9,1.0,1.0,0.269230769230769,0.0,0.612244897959184,1.0,1.0,1.0,0.0357142857142857,1.0,0.0,0.0,0.730769230769231,0.0357142857142857,0.387755102040816,1.0,1.0,0.612244897959184,0.0275229357798165,0.793478260869565,2,NaN,-0.502506438652449,12.47721748275579,-3.7460783948315646,8.981023999998783e-5
42,f,478,7,16,3.6,0.938775510204082,0.318181818181818,0.08,0.0869565217391304,0.191489361702128,0.892857142857143,0.76,0.103448275862069,0.045045045045045,0.407407407407407,-0.0459183673469388,0.441818181818182,0.023448275862069,-0.0419114766940854,0.21591804570528,0.928571428571429,0.553191489361702,0.0925925925925926,0.0522388059701493,0.306930693069307,1,NaN,1.5219024551564073,5.098166443075389,-3.3960138496621193,0.0003418744989380773
24,Male,438,2,4,3.9,1.0,0.956521739130435,0.0833333333333333,0.0476190476190476,0.51063829787234,1.0,0.95,0.952380952380952,0.0108695652173913,0.951219512195122,0.0,-0.00652173913043486,0.869047619047619,-0.0367494824016563,0.440581214322782,1.0,0.953488372093023,0.488888888888889,0.0176991150442478,0.715909090909091,2,NaN,-0.006144714593220924,11.521111588440792,-3.708832992144075,0.0001041083506575502
22,m,535,5,3,3.8,0.972477064220184,0.172413793103448,0.037037037037037,0.032258064516129,0.107142857142857,1.0,0.275862068965517,0.0,0.00826446280991736,0.131147540983607,0.0275229357798165,0.103448275862069,-0.037037037037037,-0.0239936017062117,0.0240046838407494,0.97841726618705,0.224137931034483,0.0169491525423729,0.0131578947368421,0.11965811965812,1,NaN,2.3895536802066117,7.033770972982013,-2.912968120520355,0.0017900557424951336
35,m,478,6,6,3.8,1.0,0.178571428571429,0.0909090909090909,0.0357142857142857,0.14,0.958333333333333,0.875,0.0769230769230769,0.0285714285714286,0.46,-0.0416666666666666,0.696428571428571,-0.013986013986014,-0.00714285714285714,0.32,0.991803278688525,0.5,0.0833333333333333,0.0300751879699248,0.3,1,NaN,1.4868910595382674,6.02510350574607,-3.217150363307215,0.0006473536258175261
33,m,427,2,1,3.9,1.0,0.8,0.0,0.0740740740740741,0.4,1.0,1.0,1.0,0.0526315789473684,1.0,0.0,0.2,1.0,-0.0214424951267057,0.6,1.0,0.893617021276596,0.444444444444444,0.058252427184466,0.673913043478261,2,NaN,-0.09265851585150313,9.774728395078354,-3.2533145358088915,0.0005703357960019084
27,Male,499,4,3,3.9,0.990990990990991,0.115384615384615,0.0333333333333333,0.0,0.0714285714285714,1.0,1.0,0.631578947368421,0.0192307692307692,0.833333333333333,0.00900900900900903,0.884615384615385,0.598245614035088,0.0192307692307692,0.761904761904762,0.992537313432836,0.530612244897959,0.26530612244898,0.0152671755725191,0.397959183673469,2,NaN,1.255660178323645,8.50542674096452,-3.5741012775110734,0.00017571644663894048
35,m,460,1,1,4.0,1.0,0.833333333333333,0.0434782608695652,0.0454545454545455,0.446808510638298,1.0,1.0,0.714285714285714,0.01,0.846153846153846,0.0,0.166666666666667,0.670807453416149,-0.0354545454545455,0.399345335515548,1.0,0.916666666666667,0.411764705882353,0.0163934426229508,0.656565656565657,1,NaN,0.2289856283706378,8.749740121664544,-4.056320020218236,2.4925972033407184e-5
25,m,368,2,6,3.7,1.0,0.0909090909090909,1.0,0.0909090909090909,0.473684210526316,0.95,0.105263157894737,1.0,0.0128205128205128,0.514285714285714,-0.05,0.0143540669856459,0.0,-0.0780885780885781,0.0406015037593985,0.990740740740741,0.0975609756097561,1.0,0.03,0.493150684931507,1,NaN,4.117366784630079,9.550011118920605,1.0381534433006816,0.8504006881775464
31,m,375,3,6,3.3,1.0,0.555555555555556,0.0526315789473684,0.0,0.297297297297297,1.0,1.0,0.0,0.0,0.555555555555556,0.0,0.444444444444444,-0.0526315789473684,0.0,0.258258258258258,1.0,0.813953488372093,0.0256410256410256,0.0,0.439024390243902,1,NaN,1.153036129522907,6.025073532706049,-4.419518442185642,4.946053999921318e-6
42,m,441,1,4,3.8,1.0,0.0952380952380952,0.269230769230769,0.153846153846154,0.191489361702128,1.0,0.583333333333333,0.458333333333333,0.0227272727272727,0.520833333333333,0.0,0.488095238095238,0.189102564102564,-0.131118881118881,0.329343971631206,1.0,0.355555555555556,0.36,0.0526315789473684,0.357894736842105,1,NaN,1.1708711172703636,6.528724055286316,-3.298334742691287,0.0004863005577864232
46,m,457,0,1,3.8,0.99,0.961538461538462,0.0,0.0416666666666667,0.454545454545455,0.952380952380952,0.576923076923077,0.5,0.0816326530612245,0.538461538461538,-0.0376190476190477,-0.384615384615385,0.5,0.0399659863945578,0.0839160839160839,0.983471074380165,0.769230769230769,0.236363636363636,0.0737704918032787,0.495327102803738,2,NaN,0.7051052922816728,5.39707742262728,-4.339965448152856,7.125256052453732e-6
39,m,408,3,7,3.7,0.972972972972973,0.0555555555555556,0.909090909090909,0.0952380952380952,0.525,0.96,0.863636363636364,0.95,0.0,0.904761904761905,-0.0129729729729731,0.808080808080808,0.0409090909090909,-0.0952380952380952,0.379761904761905,0.96969696969697,0.5,0.928571428571429,0.0185185185185185,0.719512195121951,1,NaN,1.7012589387715866,8.818122644426515,-1.221234162496674,0.11099868647102012
40,m,407,5,7,3.7,0.988636363636364,0.727272727272727,0.173913043478261,0.0,0.444444444444444,1.0,0.842105263157895,0.764705882352941,0.051948051948052,0.805555555555556,0.0113636363636364,0.114832535885167,0.59079283887468,0.051948051948052,0.361111111111111,0.991071428571429,0.780487804878049,0.425,0.0388349514563107,0.604938271604938,2,NaN,0.5429100741553383,8.409709844031505,-3.037440937120447,0.001192980785925668
38,m,522,0,6,3.8,0.990654205607477,0.269230769230769,0.285714285714286,0.037037037037037,0.277777777777778,0.84,0.0689655172413793,0.172413793103448,0.00819672131147541,0.120689655172414,-0.150654205607477,-0.20026525198939,-0.113300492610837,-0.0288403157255616,-0.157088122605364,0.962121212121212,0.163636363636364,0.228070175438596,0.0134228187919463,0.196428571428571,1,NaN,1.9590428349512614,6.202550068638888,-4.00747246241297,3.068600734373872e-5
28,m,389,2,5,3.8,1.0,1.0,1.0,0.352941176470588,1.0,1.0,1.0,1.0,0.0113636363636364,1.0,0.0,0.0,0.0,-0.341577540106952,0.0,1.0,1.0,1.0,0.0666666666666667,1.0,1,NaN,-1.3907715514352401,11.475031527563706,-4.954423775689409,3.6272473658005566e-7
48,m,409,2,6,3.8,1.0,0.863636363636364,0.0909090909090909,0.130434782608696,0.477272727272727,1.0,0.9,0.956521739130435,0.0487804878048781,0.930232558139535,0.0,0.0363636363636364,0.865612648221344,-0.0816542948038176,0.452959830866808,1.0,0.880952380952381,0.533333333333333,0.0666666666666667,0.701149425287356,2,NaN,-0.08309404965742005,8.964158923026584,-4.166810237794914,1.5444570979905592e-5
29,m,477,1,2,3.8,1.0,1.0,0.166666666666667,0.153846153846154,0.62962962962963,0.954545454545455,1.0,0.111111111111111,0.0210526315789474,0.538461538461538,-0.0454545454545454,0.0,-0.0555555555555556,-0.132793522267206,-0.0911680911680912,0.991935483870968,1.0,0.137254901960784,0.0495867768595041,0.584905660377358,1,NaN,0.5043316992088696,4.535198074991023,-4.924924728197492,4.2196416927264835e-7
23,m,444,5,7,3.8,0.978947368421053,0.666666666666667,0.260869565217391,0.0384615384615385,0.454545454545455,0.954545454545455,0.91304347826087,0.461538461538462,0.0108695652173913,0.673469387755102,-0.0244019138755981,0.246376811594203,0.20066889632107,-0.0275919732441472,0.218923933209647,0.974358974358974,0.795454545454545,0.36734693877551,0.0169491525423729,0.56989247311828,1,NaN,0.7538622689091629,5.887393500636969,-4.535763272043253,2.869776531633228e-6
28,m,476,7,5,3.7,0.989583333333333,0.0,0.037037037037037,0.05,0.0185185185185185,0.962962962962963,0.5,0.357142857142857,0.00900900900900901,0.431034482758621,-0.0266203703703705,0.5,0.32010582010582,-0.040990990990991,0.412515964240102,0.983739837398374,0.263157894736842,0.2,0.0152671755725191,0.232142857142857,2,NaN,1.9261767570866164,6.956704104208758,-3.401362157179869,0.0003352546708054738
32,f,496,3,5,3.9,1.0,0.96551724137931,0.0,0.0,0.444444444444444,1.0,1.0,0.307692307692308,0.0101010101010101,0.653846153846154,0.0,0.0344827586206896,0.307692307692308,0.0101010101010101,0.209401709401709,1.0,0.981818181818182,0.133333333333333,0.00819672131147541,0.539130434782609,2,NaN,0.7502418331857219,6.183784826714169,-4.185403502958036,1.423299900388253e-5
39,f,450,7,10,3.7,0.98936170212766,0.36,0.0869565217391304,0.25,0.229166666666667,0.96,0.391304347826087,0.590909090909091,0.0112359550561798,0.488888888888889,-0.0293617021276597,0.031304347826087,0.50395256916996,-0.23876404494382,0.259722222222222,0.983193277310924,0.375,0.333333333333333,0.0683760683760684,0.354838709677419,1,NaN,1.0242751964886319,5.88430131354011,-4.371696104136332,6.164252332019338e-6
39,f,399,5,16,3.7,1.0,1.0,0.529411764705882,0.0952380952380952,0.789473684210526,0.818181818181818,1.0,0.956521739130435,0.0337078651685393,0.977777777777778,-0.181818181818182,0.0,0.427109974424552,-0.0615302300695559,0.188304093567251,0.961904761904762,1.0,0.775,0.0454545454545455,0.891566265060241,2,NaN,-0.046537826564573455,7.168472901383218,-4.6729504011613106,1.4845174278188544e-6
33,f,451,1,2,3.8,1.0,0.615384615384615,0.0714285714285714,0.0,0.333333333333333,1.0,1.0,0.6,0.0303030303030303,0.791666666666667,0.0,0.384615384615385,0.528571428571429,0.0303030303030303,0.458333333333333,1.0,0.795918367346939,0.320754716981132,0.024390243902439,0.549019607843137,2,NaN,0.6899127958602161,7.438085210450854,-3.686413146731861,0.0001137185068226243
36,f,449,3,4,3.8,0.990566037735849,0.407407407407407,0.05,0.037037037037037,0.25531914893617,0.954545454545455,1.0,0.277777777777778,0.0421052631578947,0.69047619047619,-0.0360205831903945,0.592592592592593,0.227777777777778,0.0050682261208577,0.43515704154002,0.984375,0.686274509803922,0.157894736842105,0.040983606557377,0.460674157303371,1,NaN,0.818661111957741,6.747524578552857,-4.485355561375694,3.6396221996803924e-6
22,m,488,3,9,3.7,1.0,0.565217391304348,0.08,0.192307692307692,0.3125,0.916666666666667,0.592592592592593,0.230769230769231,0.0384615384615385,0.415094339622642,-0.0833333333333334,0.0273752012882448,0.150769230769231,-0.153846153846154,0.102594339622642,0.983471074380165,0.58,0.156862745098039,0.0692307692307692,0.366336633663366,2,NaN,1.1491481293785608,4.93735328808701,-4.272764247840667,9.653227430239664e-6
21,m,369,5,14,3.5,1.0,1.0,0.705882352941177,0.15,0.848484848484849,0.941176470588235,1.0,0.85,0.0875,0.921052631578947,-0.0588235294117647,0.0,0.144117647058823,-0.0625,0.0725677830940988,0.988888888888889,1.0,0.783783783783784,0.1,0.887323943661972,2,NaN,-0.11068406800185403,7.861513262614276,-4.630497361422748,1.823942159751013e-6
28,f,423,0,1,3.9,1.0,0.285714285714286,0.142857142857143,0.0909090909090909,0.224489795918367,0.807692307692308,0.863636363636364,0.888888888888889,0.0786516853932584,0.875,-0.192307692307692,0.577922077922078,0.746031746031746,-0.0122574055158325,0.650510204081633,0.96031746031746,0.54,0.487179487179487,0.0810810810810811,0.51685393258427,2,NaN,0.6417731726959761,6.5410412387096475,-4.166778256438988,1.5446736981117315e-5
26,Female,349,1,4,3.7,1.0,1.0,0.894736842105263,0.0434782608695652,0.947368421052632,1.0,1.0,1.0,0.0294117647058824,1.0,0.0,0.0,0.105263157894737,-0.0140664961636829,0.0526315789473685,1.0,1.0,0.941176470588235,0.032967032967033,0.970149253731343,1,NaN,-1.212843196424126,13.038752238342047,-4.523236175286555,3.0450609314613963e-6
